"","number","Assignees","City","Country","date","year"
"348","5,110,980","Royal Institute for the Advancement of Learning ","Montreal"," CA","       March 5",1990
"349","8,282,903","Royal Canadian Mint ","Ottawa"," Ontario, CA","       June 23",2008
"350","5,264,556","Rougier Inc.","Montreal"," CA","       March 27",1992
"351","5,807,575","Rougier Inc.","Montreal"," CA","       February 14",1997
"352","7,935,241","Rio Tinto Alcan International Limited ","Montreal"," CA","       March 6",2006
"353","7,987,992","Rio Tinto Alcan International Limited ","Montreal CA"," CA","       January 8",2008
"354","6,159,714","Ribozyme Pharmacueticals, Inc.","Boulder"," CO","       March 12",1998
"355","6,140,491","Ribozyme Pharmaceuticals, Inc.","Boulder"," CO","       June 2",1995
"356","8,008,269","Replicor Inc.","Montreal"," CA","       April 9",2008
"357","7,989,175","Replicor Inc.","Montreal"," CA","       February 28",2008
"358","5,958,416","Regents of the University of Minnesota ","Minneapolis"," MN","       May 23",1995
"359","5,958,416","McGill University ","Montreal"," CA","       May 23",1995
"360","5,955,379","Regents of the University of Minnesota ","Minneapolis"," MN","       May 23",1995
"361","5,955,379","McGill University ","Montreal"," CA","       May 23",1995
"362","3,993,749","Redpath Sugars Limited ","Montreal"," CA","       January 13",1978
"363","5,843,440","RedCell Canada, Inc.","Montreal"," CA","       August 14",1996
"364","7,662,908","RBA Pharma Inc.","Montreal"," CA","       February 4",2008
"365","4,107,105","Rapperswill Corporation ","New York"," NY","       October 14",1977
"366","4,267,277","Rapco Foam, Inc.","New York"," NY","       January 7",1980
"367","6,353,153","Queen's University at Kingston ","Kingston"," CA","       April 27",1999
"368","5,919,999","Queen's University at Kingston ","Kingston"," CA","       November 14",1996
"369","4,514,333","Queen's University at Kingston ","Kingston"," CA","       February 10",1983
"370","4,391,975","Queen's University at Kingston ","Kingston"," CA","       March 8",1982
"371","5,389,355","QIT-Fer et Titane, Inc.","Montreal"," CA","December 9",1987
"372","6,042,696","Pyrovac Technologies Inc.","Montreal"," CA","       March 4",1997
"373","6,152,050","Pyrogenesis Inc.","Montreal"," CA","       October 21",1998
"374","5,958,264","Pyrogenesis Inc.","Montreal"," CA","       October 10",1997
"375","5,290,454","Pump and Paper Research Institute of Canada ","Pointe Claire"," CA","       November 12",1992
"376","5,451,456","Pulp and Paper Research Institute of Canada ","Quebec"," CA","       August 18",1992
"377","5,629,055","Pulp and Paper Research Institute of Canada ","Pointe-Claire"," CA","       February 14",1994
"378","5,968,326","Pulp and Paper Research Institute of Canada ","Pointe Claire"," CA","       April 8",1998
"379","5,968,326","Ecole Polytechnique ","Montreal"," CA","       April 8",1998
"380","4,391,671","Pulp and Paper Research Institute of Canada ","Pointe Claire"," CA","       May 27",1981
"381","6,468,396","Pulp and Paper Research Institute of Canada ","Point-Claire"," CA","       April 4",2001
"382","8,257,589","Prosep Inc.","Montreal"," Quebec, CA","       June 18",2008
"383","7,910,693","ProScan Rx Pharma Inc.","Montreal"," CA","       April 19",2005
"384","8,101,713","Proscan RX Pharma Inc.","Montreal"," CA","       September 10",2010
"385","7,811,564","Proscan RX Pharma ","Montreal"," CA","       January 28",2004
"386","6,566,065","Prometic Biosciences, Inc.","Montreal"," CA","       April 15",2002
"387","7,683,061","ProMetic BioSciences Inc.","Montreal"," Quebec, CA","       November 22",2004
"388","8,080,555","Prometic Biosciences Inc.","Laval"," Quebec, CA","       May 15",2006
"389","8,258,295","Prometic Biosciences Inc.","Laval"," CA","       April 25",2008
"390","7,053,058","Procyon Biopharma Inc.","Quebec"," CA","       October 15",2001
"391","6,251,587","Procrea BioSciences Inc.","Montreal"," CA","       May 26",1998
"392","7,568,365","President & Fellows of Harvard College ","Cambridge"," MA","       May 1",2002
"393","6,602,407","Premier Tech 2000 Ltee ","Quebec"," CA","       July 13",2001
"394","7,559,747","Pratt & Whitney Canada Corp.","Longueuil"," Quebec, CA","       November 22",2006
"395","6,844,380","Polyvalor, Societe en Commandite ","Quebec"," CA","       December 18",2002
"396","6,605,657","Polyvalor Societe en Commandite ","Quebec"," CA","       December 27",1999
"397","5,041,303","Polyplasma Incorporated ","West Montreal"," CA","       March 7",1988
"398","4,346,050","Plastibeton Canada Inc.","Montreal"," CA","       December 17",1980
"399","7,906,666","Pierre Fabre Medicament ","Boulogne-Billancourt"," FR","       December 19",2006
"400","7,919,629","Phostech Lithium Inc.","Montreal"," CA","       December 12",2006
"401","7,919,629","Universite de Montreal ","Montreal"," CA","       December 12",2006
"402","8,258,363","Phillips 66 Company ","Houston"," TX","       September 21",2011
"403","6,830,885","Phenogene Therapeutiques Inc.","Montreal"," CA","       August 18",2000
"404","8,063,095","Pharmascience Inc.","Montreal"," Quebec, CA","       December 4",2006
"405","8,008,270","Pharmascience Inc.","Montreal"," Quebec, CA","       October 28",2004
"406","8,163,792","Pharmascience Inc.","Montreal QC"," CA","       May 16",2007
"407","6,528,655","Pharmacor, Inc.","Laval"," CA","       September 26",2001
"408","6,677,367","Pharmacor Inc.","Quebec"," CA","       October 24",2002
"409","6,656,965","Pharmacor Inc.","Laval"," CA","       September 17",2002
"410","6,632,816","Pharmacor Inc.","Laval"," CA","       December 23",2002
"411","6,610,689","Pharmacor Inc.","Laval"," CA","       September 17",2002
"412","6,608,100","Pharmacor Inc.","Laval"," CA","       September 17",2002
"413","6,506,786","Pharmacor Inc.","Laval"," CA","       February 13",2001
"414","6,455,587","Pharmacor Inc.","Laval"," CA","       March 15",2000
"415","6,417,002","Pharmacopeia, Inc.","Cranbury"," NJ","       February 11",1999
"416","5,876,934","Pharmacia Biotech Inc.","Milwaukee"," WI","       December 18",1996
"417","6,376,652","Phagetech, Inc.","Quebec"," CA","       December 22",1999
"418","4,969,988","Petro-Canada Inc.","Mississauga"," CA","       April 17",1989
"419","4,923,838","Petro-Canada Inc.","Mississauga"," CA","       February 1",1989
"420","7,041,642","PerkinElmer LAS, Inc.","Boston"," MA","       July 12",1999
"421","8,242,083","PerkinElmer Health Sciences, Inc.","Waltham"," MA","       June 23",2009
"422","6,165,335","Pence and McGill University ","N/A","N/A","       April 24",1997
"423","6,130,037","PENCE and McGill University ","CA","CA","       April 24",1997
"424","5,395,496","Pegasus Refractory Materials, Inc.","Montreal"," CA","       April 23",1993
"425","7,579,468","PainCeptor Pharma Corporation ","Quebec"," CA","       September 14",2006
"426","7,291,629","Painceptor Pharma Corporation ","Montreal"," Quebec, CA","       July 13",2005
"427","8,092,688","OTV SA ","Saint-Maurice Cedex"," FR","       July 25",2007
"428","7,943,650","Osta Biotechnologies ","Dollard-des-Ormeaux"," CA","       June 16",2008
"429","7,943,650","Queen's University at Kingston ","Kingston"," CA","       June 16",2008
"430","7,943,650","The Sir Mortimer B.","Montreal"," CA","       June 16",2008
"431","7,807,716","Oral Delivery Technology Ltd.","Montreal"," Quebec, CA","       September 23",2009
"432","6,777,085","Optical Coating Laboratory, Inc.","Santa Rosa"," CA","       April 19",2002
"433","4,703,007","Ontario Research Foundation ","Mississauga"," CA","       March 27",1985
"434","5,095,126","Ohio State University Research Foundation ","Columbus"," OH","       January 12",1990
"435","5,066,335","Ogilvie Mills Ltd.","Montreal"," CA","       May 2",1989
"436","4,587,332","Ogilvie Mills Ltd.","Montreal"," CA","       February 12",1985
"437","7,855,167","ODYSSEY THERA, Inc.","San Ramon"," CA","       December 5",2003
"438","7,625,700","Odyssey Thera, Inc.","San Ramon"," CA","       May 23",2005
"439","7,955,832","ODYSSEY THERA Inc.","San Ramon"," CA","       December 3",2004
"440","8,192,944","Odyssey Thera Inc.","San Ramon"," CA","       August 1",2011
"441","7,989,218","Odyssey Thera Inc.","San Ramon"," CA","       January 8",2007
"442","7,306,914","Odyssey Thera Inc.","San Ramon"," CA","       July 2",2004
"443","7,160,691","Odyssey Thera Inc.","San Ramon"," CA","       January 29",2003
"444","6,929,916","Odyssey Thera Inc.","San Ramon"," CA","       May 24",2002
"445","6,897,017","Odyssey Thera Inc.","San Ramon"," CA","       June 26",2000
"446","6,872,871","Odyssey Thera Inc.","San Ramon"," CA","       May 9",2001
"447","6,828,099","Odyssey Thera Inc.","San Ramon"," CA","       May 31",2001
"448","6,428,951","Odyssey Pharmaceuticals, Inc.","San Ramon"," CA","       February 7",2000
"449","6,294,330","Odyssey Pharmaceuticals Inc.","San Ramon"," CA","       July 30",1998
"450","6,270,964","Odyssey Pharmaceuticals Inc.","San Ramon"," CA","       February 2",1998
"451","5,955,285","Nymox Pharmaceutical Corporation (St.","St. Laurent"," CA","       October 4",1996
"452","6,518,314","Nymox Corporation ","Dorval"," CA","       October 6",2000
"453","6,130,221","Nymox Corporation ","Dorval"," CA","       May 19",1997
"454","6,833,243","Nuvelo, Inc.","Sunnyvale"," CA","       August 16",2001
"455","6,573,049","Nuvelo, Inc.","Cambridge"," MA","       July 14",2000
"456","7,767,620","Novx Systems Inc.","Markham"," ON, CA","       March 16",2005
"457","6,218,120","Nova Molecular, Inc.","Montreal"," CA","       December 16",1997
"458","6,000,772","Nova Molecular Inc.","Montreal"," CA","       December 16",1996
"459","6,440,890","NOVA Chemicals ","International","International","       September 6",2000
"460","6,440,890"," S.A.","Villars-sur-Glane l"," CH","       September 6",2000
"461","8,176,705","Northwestern University ","Evanston"," IL","       October 30",2011
"462","8,067,078","Northwestern University ","Evanston"," IL","       November 13",2007
"463","5,568,728","Northern Telecom Limited ","Montreal"," CA","       February 13",1995
"464","5,444,808","Northern Telecom Limited ","Montreal"," CA","       June 3",1994
"465","4,772,302","Northern Telecom Limited ","Montreal"," CA","       February 9",1987
"466","4,734,117","Northern Telecom Limited ","Montreal"," CA","March 30",1987
"467","4,648,891","Northern Telecom Limited ","Montreal"," CA","       April 8",1985
"468","4,643,751","Northern Telecom Limited ","Montreal"," CA","       June 17",1985
"469","4,579,079","Northern Telecom Limited ","Montreal"," CA","       November 28",1983
"470","4,360,372","Northern Telecom Limited ","Montreal"," CA","       November 10",1980
"471","4,292,063","Northern Telecom Limited ","Montreal"," CA","       May 5",1980
"472","4,125,389","Northern Telecom Limited ","Montreal"," CA","       January 26",1978
"473","4,090,055","Northern Telecom Limited ","Montreal"," CA","       February 14",1977
"474","5,728,603","Northern Telecom Limited ","Montreal"," CA","       December 9",1996
"475","5,011,880","Northern Telecom Limited ","Montreal"," CA","       May 4",1989
"476","3,962,062","Northern Electric Company Limited ","Montreal"," CA","       December 9",1974
"477","3,960,530","Northern Electric Company Limited ","Montreal"," CA","       July 29",1975
"478","6,337,032","Nortel Networks Limited ","Montreal"," CA","       February 16",2000
"479","6,337,032","Queen's University ","Kingston"," CA","       February 16",2000
"480","6,066,581","Nortel Networks Corporation ","Montreal"," CA","       July 25",1996
"481","6,066,581","Queen's University ","Kingston"," CA","       July 25",1996
"482","5,980,854","Noranda, Inc.","Toronto"," CA","       September 23",1998
"483","5,271,909","Noranda, Inc.","Toronto"," CA","       July 9",1992
"484","6,726,889","Noranda, Inc.","CA","CA","       July 22",2002
"485","5,427,691","Noranda, Inc.","CA","CA","       October 22",1993
"486","5,369,087","Noranda Inc.","Toronto"," CA","       July 11",1991
"487","6,391,270","Noranda Inc.","CA","CA","       December 23",1999
"488","6,391,270","McGill University ","CA","CA","       December 23",1999
"489","6,106,110","Nocopi Technologies, Inc.","West Conshohocken"," PA","       October 9",1996
"490","4,448,358","NL Chem Canada, Inc.","Montreal"," CA","       July 10",1980
"491","4,288,254","NL CHEM Canada Inc.","Montreal"," CA","       May 19",1980
"492","7,157,615","Nexia Biotechnologies, Inc.","Montreal"," unknown","       March 17",1998
"493","7,144,854","Nexia Biotechnologies, Inc.","Montreal"," unknown","       March 17",1998
"494","5,614,184","New England Deaconess Hospital ","Boston"," MA","       February 2",1995
"495","6,613,745","National University of Singapore ","SG","SG","       July 26",2000
"496","6,203,703","National Research Council of Canada ","Ottowa"," CA","       June 21",1999
"497","7,579,427","National Research Council of Canada ","Ottawa"," Ontaro, CA","       June 29",2005
"498","7,682,815","National Research Council of Canada ","Ottawa"," Ontario, CA","       May 25",2005
"499","8,318,135","National Research Council of Canada ","Ottawa"," Ontario, CA","       March 19",2008
"500","8,252,556","National Research Council of Canada ","Ottawa"," Ontario, CA","       March 24",2011
"501","7,935,788","National Research Council of Canada ","Ottawa"," Ontario, CA","       December 10",2008
"502","7,510,846","National Research Council of Canada ","Ottawa"," Ontario, CA","       April 18",2006
