number,Assignees,City,Country,date,year
"5,068,280",The Dow Chemical Company ,Midland, MI,       September 12,1989
"4,962,281",The Dow Chemical Company ,Midland, MI,       August 21,1989
"4,929,646",The Dow Chemical Company ,Midland, MI,       November 14,1988
"4,623,704",The Dow Chemical Company ,Midland, MI,       November 8,1985
"4,619,953",The Dow Chemical Company ,Midland, MI,       September 9,1985
"4,609,693",The Dow Chemical Company ,Midland, MI,       June 3,1985
"4,559,375",The Dow Chemical Company ,Midland, MI,       January 14,1985
"4,042,541",The Dow Chemical Company ,Midland, MI,       December 13,1976
"5,364,486",The Dow Chemical Company ,Midland, MI,       November 17,1993
"5,288,531",The Dow Chemical Company ,Midland, MI,       August 9,1991
"5,203,411",The Dow Chemical Company ,Midland, MI,       March 11,1992
"5,043,088",The Dow Chemical Company ,Midland, MI,       January 22,1990
"4,946,616",The Dow Chemical Company ,Midland, MI,       November 14,1988
"5,167,847",The Dow Chemical Company ,Midland, MI,       September 9,1991
"4,377,467",The Dow Chemical Company ,Midland, MI,       December 1,1981
"4,053,076",The Dexter Corporation ,Windsor Locks, CT,       June 3,1976
"5,973,166",The Dexter Corporation ,Windsor Locks, CT,       March 2,1998
"5,120,686",The Dexter Corporation ,Windsor Locks, CT,       January 7,1991
"4,983,552",The Dexter Corporation ,Windsor Locks, CT,       August 26,1988
"4,778,907",The Dexter Corporation ,Windsor Locks, CT,       November 26,1986
"6,153,264",The Dexter Corporation ,Windsor Locks, CT,       August 12,1998
"6,008,273",The Dexter Corporation ,Windsor Locks, CT,       May 9,1997
"5,994,462",The Dexter Corporation ,Windsor Locks, CT,       June 11,1998
"5,969,036",The Dexter Corporation ,Windsor Locks, CT,       June 20,1997
"5,942,285",The Dexter Corporation ,Windsor Locks, CT,       June 9,1998
"5,922,817",The Dexter Corporation ,Windsor Locks, CT,       May 11,1998
"5,869,552",The Dexter Corporation ,Windsor Locks, CT,       July 25,1997
"5,830,952",The Dexter Corporation ,Windsor Locks, CT,       February 22,1996
"5,811,498",The Dexter Corporation ,Windsor Locks, CT,       April 16,1997
"5,795,933",The Dexter Corporation ,Windsor Locks, CT,       December 19,1996
"5,789,757",The Dexter Corporation ,Windsor Locks, CT,       September 10,1996
"5,776,569",The Dexter Corporation ,Windsor Locks, CT,       May 1,1996
"5,514,433",The Dexter Corporation ,Windsor Locks, CT,       February 21,1995
"5,491,031",The Dexter Corporation ,Windsor Locks, CT,       November 14,1994
"5,387,625",The Dexter Corporation ,Windsor Locks, CT,       May 18,1993
"5,244,738",The Dexter Corporation ,Windsor Locks, CT,       February 4,1993
"5,223,025",The Dexter Corporation ,Windsor Locks, CT,       September 3,1991
"5,175,241",The Dexter Corporation ,Windsor Locks, CT,       December 28,1989
"5,158,735",The Dexter Corporation ,Windsor Locks, CT,       May 20,1991
"5,139,834",The Dexter Corporation ,Windsor Locks, CT,       June 17,1991
"5,043,380",The Dexter Corporation ,Windsor Locks, CT,       October 29,1990
"4,826,896",The Dexter Corporation ,Windsor Locks, CT,       March 19,1987
"4,201,308",The Dexter Corporation ,Windsor Locks, CT,       January 6,1978
"4,138,384",The Dexter Corporation ,Windsor Locks, CT,       April 7,1977
"4,066,817",The Dexter Corporation ,Windsor Locks, CT,       March 10,1976
"6,121,358",The Dexter Corporation ,Windsor Lock, CT,       September 22,1997
"4,105,613",The Dexter Corporation ,Windsor Lock, CT,       August 16,1976
"5,541,145",The Carborundum Company/IBM Corporation ,N/A,N/A,       June 12,1995
"4,424,401",The Broken Hill Proprietary Company Limited ,all of, AU,       August 5,1981
"4,424,401",Commonwealth Scientific ,all of, AU,       August 5,1981
"4,424,401",Industrial Research Organisation ,all of, AU,       August 5,1981
"4,055,402",The British Petroleum Company Limited ,London, EN,       July 19,1974
"5,743,929","The BOC Group, Inc.",New Providence, NJ,       August 23,1995
"5,925,326","The Boc Group, Inc.",Murray Hill, NJ,       September 8,1997
"7,096,677",The Board of Trustees of the Leland Stanford University ,Palo Alto, CA,       November 13,2003
"5,141,869",The Board of Governors of Wayne State University ,Detroit, MI,       February 5,1992
"4,655,792",Texaco Inc.,White Plains, NY,       December 12,1984
"5,413,717",Texaco Inc.,White Plains, NY,       August 30,1993
"5,445,750",Texaco Inc.,White Plains, NY,       September 3,1993
"7,708,958",Tersano Inc.,Windsor," Ontario, CA",       June 25,2004
"6,964,739",Tersano Inc.,Windsor, CA,       December 12,2001
"7,767,168",Tersano Inc.,Oldcastle," Ontario, CA",       June 25,2004
"5,288,490",Temple University of the Commonwealth System of Higher Education ,Philadelphia, PA,       November 25,1991
"5,215,922",Temple University of the Commonwealth System of Higher Education ,Philadelphia, PA,       November 25,1991
"4,443,322","TekSonix, Inc.",Commerce City, CO,       August 18,1982
"5,358,993",Tarkett AB ,Ronneby, SE,       November 25,1992
"4,965,299",Tarkett AB ,Ronneby, SE,       September 27,1989
"6,232,361",Sun Chemical Corporation ,Fort Lee, NJ,       December 11,1998
"6,443,811",Sun Chemical Corporation ,Fort Lee, NJ,       May 19,2000
"7,799,111",Sulzer Metco Venture LLC ,Elmwood, CT,       March 28,2005
"4,248,762",Stauffer Chemical Company ,Westport, CT,       April 5,1978
"4,248,917",Stauffer Chemical Company ,Westport, CT,07-Jun,1978
"4,309,361",Standard Oil Company ,Cleveland, OH,       December 28,1979
"6,812,267","Solvay Solexis, Inc.",Thorofare, NJ,       May 21,2003
"6,596,790","Solvay Solexis, Inc.",Thorofare, NJ,       September 25,2001
"10,022,908",SOLUTIA INC. (St.,St. Louis, MO,24-May,2017
"9,688,018",SOLUTIA INC. (St.,St. Louis, MO,20-Oct,2015
"9,382,355",SOLUTIA INC.,Saint Louis, MO,08-Dec,2014
"8,685,720","Solix Biosystems, Inc.",Fort Collins, CO,23-Jun,2010
"8,685,720",Colorado State University Research Foundation ,Fort Collins, CO,23-Jun,2010
"9,926,235","Solidia Technologies, Inc.",Piscataway, NJ,18-Mar,2016
"9,926,235",LAFARGE ,Paris, FR,18-Mar,2016
"9,221,027","SOLIDIA TECHNOLOGIES, INC.",Piscataway, NJ,13-Mar,2014
"10,233,127","Solidia Technologies, Inc.",Piscataway, NJ,18-Jan,2017
"10,173,927","Solidia Technologies, Inc.",Piscataway, NJ,03-Aug,2015
"10,016,739","Solidia Technologies, Inc.",Piscataway, NJ,28-Dec,2015
"9,938,189","Solidia Technologies, Inc.",Piscataway, NJ,04-Jun,2014
"9,963,392","Solidia Technologies, Inc.",Piscataway, NJ,20-Aug,2014
"8,243,357","Soladigm, Inc.",Milpitas, CA,       May 11,2011
"7,719,751","Soladigm, Inc.",Milpitas, CA,       September 17,2008
"5,942,405",SmithKline Beecham Corporation ,Philadelphia, PA,       June 16,1997
"6,700,037",Sloan-Kettering Institute for Cancer Research ,New York, NY,       June 3,2002
"9,434,735","Signal Pharmaceuticals, LLC ",San Diego, CA,13-Jul,2015
"10,208,276","SIFTEX EQUIPMENT COMPANY, INC.",South Windsor, CT,16-Jun,2016
"7,998,456",Shell Oil Company ,Houston, TX,       October 31,2007
"7,601,316",Shell Oil Company ,Houston, TX,       September 8,2003
"6,028,224",Sepracor Inc.,Marlborough, MA,       May 24,1999
"6,025,517",Sepracor Inc.,Marlborough, MA,       August 3,1998
"5,936,124",Sepacor Inc.,Marlborough, MA,       June 22,1998
"7,211,320","Seldon Technologies, LLC ",Woodstock, VT,       March 8,2004
"7,147,865","Seldon Technologies, LLC ",Woodstock, VT,       March 8,2004
"7,419,601","Seldon Technologies, LLC ",Windsor, VT,       April 22,2005
"7,384,757","Seldon Technologies, LLC ",Windsor, VT,       April 22,2005
"8,709,374","Seldon Technologies, LLC ",Windsor, VT,06-Feb,2008
"7,682,654","Seldon Technologies, LLC ",N/A,N/A,       June 3,2004
"7,696,368",SD Lizenzverwertungsgesellschaft mbH & Co.,Munich, DE,       May 7,2008
"9,233,925",ScinoPharm ,Changshu,Changshu,10-Jun,2015
"9,233,925"," Pharmaceuticals, Ltd.",Changshu," Jiangsu, CN",10-Jun,2015
"9,085,533",ScinoPharm ,Changshu,Changshu,07-Mar,2013
"9,085,533"," Pharmaceuticals, Ltd.",Changshu," Jiangsu, CN",07-Mar,2013
"8,487,123","Scientific Design Company, Inc.",Little Ferry, NJ,23-Dec,2010
"5,395,613",Scholl PLC ,Windsor, GB,       March 8,1993
"5,316,762",Scholl plc ,Windsor, GB,       November 21,1991
"7,803,828",Schering-Plough Corporation ,Kenilworth, NJ,       August 23,2006
"7,728,165",Schering Plough Corporation ,Kenilworth, NJ,       June 15,2009
"7,074,923",Schering Corporation ,Keniworth, NJ,       May 30,2003
"7,763,609",Schering Corporation ,Kenilworth, NJ,       February 23,2007
"7,763,609","Pharmacopeia, LLC ",San Diego, CA,       February 23,2007
"7,342,016",Schering Corporation ,Kenilworth, NJ,       December 19,2002
"7,342,016","Pharmacopeia, Inc.",Cranbury, NJ,       December 19,2002
"7,161,003",Schering Corporation ,Kenilworth, NJ,       September 3,2003
"7,161,003","Pharmacopeia Drug Discovery, Inc.",Cranbury, NJ,       September 3,2003
"7,119,200",Schering Corporation ,Kenilworth, NJ,       February 11,2004
"7,119,200","Pharmacopeia Drug Discovery, Inc.",Cranbury, NJ,       February 11,2004
"7,595,299",Schering Corporation ,Kenilworth, NJ,       March 24,2005
"7,595,299",Dendreon Corporation ,Seattle, WA,       March 24,2005
"7,244,721",Schering Corporation ,Kenilworth, NJ,       January 18,2002
"7,244,721",Dendreon Corporation ,Seattle, WA,       January 18,2002
"7,169,760",Schering Corporation ,Kenilworth, NJ,       July 19,2001
"7,169,760",Dendreon Corporation ,Seattle, WA,       July 19,2001
"7,012,066",Schering Corporation ,Kenilworth, NJ,       July 19,2001
"7,012,066",Dendreon Corporation ,Seattle, WA,       July 19,2001
"RE43,298",Schering Corporation ,Kenilworth, NJ,       April 22,2011
"RE43,298",Dendreon Corporation ,San Diego, CA,       April 22,2011
"8,198,463",Schering Corporation ,Kenilworth, NJ,       April 9,2010
"8,143,305",Schering Corporation ,Kenilworth, NJ,       August 27,2008
"8,076,479",Schering Corporation ,Kenilworth, NJ,       August 17,2007
"7,910,775",Schering Corporation ,Kenilworth, NJ,       October 17,2008
"7,807,683",Schering Corporation ,Kenilworth, NJ,       March 31,2006
"7,745,626",Schering Corporation ,Kenilworth, NJ,       March 25,2005
"7,723,531",Schering Corporation ,Kenilworth, NJ,       December 20,2006
"7,700,603",Schering Corporation ,Kenilworth, NJ,       June 9,2005
"7,605,155",Schering Corporation ,Kenilworth, NJ,       October 4,2006
"7,569,705",Schering Corporation ,Kenilworth, NJ,       November 6,2007
"7,462,740",Schering Corporation ,Kenilworth, NJ,       May 9,2006
"7,452,902",Schering Corporation ,Kenilworth, NJ,       September 29,2005
"7,326,795",Schering Corporation ,Kenilworth, NJ,       June 15,2004
"7,309,717",Schering Corporation ,Kenilworth, NJ,       June 15,2004
"7,151,104",Schering Corporation ,Kenilworth, NJ,       September 17,2003
"7,071,342",Schering Corporation ,Kenilworth, NJ,       April 16,2004
"6,992,080",Schering Corporation ,Kenilworth, NJ,       September 17,2003
"6,911,428",Schering Corporation ,Kenilworth, NJ,       December 10,2001
"6,875,866",Schering Corporation ,Kenilworth, NJ,       February 19,2003
"6,458,812",Schering Corporation ,Kenilworth, NJ,       December 17,2001
"5,627,176",Schering Corporation ,Kenilworth, NJ,       March 13,1995
"7,196,078",Schering Corpoartion ,Kenilworth, NJ,       October 6,2005
"6,841,234",Scapa Tapes North America Inc.,Windsor, CT,       August 1,2001
"6,923,982",Scapa North America ,Windsor, CT,       August 8,2001
"6,191,934","Sarnoff Corporation & Co., Ltd.",Princeton, NJ,       December 14,1998
"6,191,934","Daewoo Electronics Co., Ltd.",Seoul, KR,       December 14,1998
"6,399,230",Sarnoff Corporation ,Princeton, NJ,       February 9,1999
"6,399,230",Sharp Corporation ,Osaka, JP,       February 9,1999
"6,334,617",Sarnoff Corporation ,Princeton, NJ,       February 9,1999
"6,334,617",Sharp Corporation ,Osaka, JP,       February 9,1999
"5,866,240",Sarnoff Corporation ,Princeton, NJ,       March 6,1997
"5,866,240",Sharp Corporation ,JP,JP,       March 6,1997
"6,168,490",Sarnoff Corporation ,Princeton, NJ,       June 1,1998
"6,168,490","LG Electronics, Inc.",Princeton, NJ,       June 1,1998
"6,361,390",Sarnoff Corporation ,Princeton, NJ,       September 11,2000
"6,321,569",Sarnoff Corporation ,Princeton, NJ,       June 20,2000
"6,140,767",Sarnoff Corporation ,Princeton, NJ,       March 13,1998
"6,140,759",Sarnoff Corporation ,Princeton, NJ,       July 31,1998
"5,958,807",Sarnoff Corporation ,Princeton, NJ,       July 1,1997
"6,498,347",Sarnoff Corporation ,Princeton, NJ,       June 18,2001
"5,863,708",Sarnoff Corporation ,Princeton, NJ,       January 27,1997
"8,258,130",Sanofi ,Paris, FR,       September 30,2009
"9,937,175",Sanofi ,Paris, FR,07-Sep,2016
"8,193,156",Sami Labs Ltd ,Bangalore, unknown,       July 1,2011
"8,394,852",Sami Labs Ltd ,Bangalore, IN,31-Aug,2010
"10,046,033",SAMI LABS LIMITED ,Bangalore, IN,10-Nov,2015
"10,071,043",SAMI LABS LIMITED ,Bangalore, IN,30-Dec,2015
"9,717,766",SAMI LABS LIMITED ,Bangalore, IN,19-Apr,2015
"9,303,249",SAMI LABS LIMITED ,Bangalore, IN,09-May,2014
"9,458,075",SAMI LABS LIMITED ,Bangalore, IN,21-May,2015
"9,681,665",SAMI LABS LIMITED ,Bangalore, IN,20-Jul,2016
"9,637,714",SAMI LABS LIMITED ,Bangalore, IN,20-Jul,2016
"9,624,555",SAMI LABS LIMITED ,Bangalore, IN,20-Jul,2016
"9,593,384",SAMI LABS LIMITED ,Bangalore, IN,19-Dec,2014
"9,056,074",Sami Labs Limited ,Bangalore, IN,17-Aug,2012
"6,746,180","Rutgers, the State University of New Jersey ",Piscataway, NJ,       June 12,2003
"8,093,235","Rutgers, The State University of New Jersey ",New Brunswick, NJ,       October 24,2008
"8,093,235",University of Medicine and Dentistry of New Jersey ,Somerset, NJ,       October 24,2008
"9,314,497","RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY ",New Brunswick, NJ,02-Sep,2014
"9,266,147","RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY ",New Brunswick, NJ,30-Sep,2013
"9,868,667","RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY ",New Brunswick, NJ,02-Mar,2012
"8,114,367","Rutgers, The State University of New Jersey ",New Brunswick, NJ,       November 14,2008
"7,056,061","Rutgers, The State University of New Jersey ",New Brunswick, NJ,       March 24,2004
"8,313,802","Rutgers, The State University of New Jersey ",New Brunswick, NJ,       November 14,2008
"8,147,863","Rutgers, The State University of New Jersey ",New Brunswick, NJ,       May 5,2010
"7,722,896","Rutgers, The State University of New Jersey ",New Brunswick, NJ,       September 17,2007
"7,271,234","Rutgers, The State University of New Jersey ",New Brunswick, NJ,       April 24,2003
"9,757,499","Rutgers, The State University of New Jersey ",New Brunswick, NJ,12-Dec,2014
"9,095,815","Rutgers, The State University of New Jersey ",New Brunswick, NJ,12-May,2014
"9,216,926","Rutgers, The State University of New Jersey ",New Brunswick, NJ,07-Jun,2012
"8,721,784","Rutgers, The State University of New Jersey ",New Brunswick, NJ,04-Jan,2011
"8,709,960","Rutgers, The State University of New Jersey ",New Brunswick, NJ,04-Jan,2011
"9,267,179","Rutgers, The State University of New Jersey ",New Brunswick, NJ,17-Aug,2011
"8,822,421","Rutgers, The State University of New Jersey ",New Brunswick, NJ,14-Oct,2011
"5,670,602","Rutgers, The State University ",New Brunswick, NJ,       March 29,1996
"6,623,211",Rutgers University ,New Brunswick, NJ,       May 23,2001
"6,881,787",Rohm and Haas Company ,Philadelphia, PA,       August 31,2001
"6,875,808",Rohm and Haas Company ,Philadelphia, PA,       August 31,2001
"8,686,096",Rohm and Haas Company ,PA,PA,15-Sep,2006
"9,265,160",ROGERS CORPORATION ,Rogers, CT,06-Dec,2013
"8,632,874",Rogers Corporation ,Rogers, CT,23-Aug,2010
"4,358,373",Rock Oil Corporation ,Detroit, MI,       December 8,1980
"4,599,201","Rhone-Poulenc, Inc.",New Brunswick, NJ,       August 6,1984
"5,643,864","Rhone-Poulenc, Inc.",Cranbury, NJ,       August 19,1994
"4,545,923",Rhone-Poulenc Inc.,New Brunswick, NJ,       January 24,1983
"5,643,498",Rhone-Poulenc Inc.,Cranbury, NJ,       August 19,1994
"5,656,586",Rhone-Poulenc Inc.,Cranbury, NJ,       August 19,1994
"4,447,634",Rhone-Poulenc Agrochimie ,Lyons, FR,       April 30,1981
"4,647,401",Rhone Poulenc Inc.,New Brunswick, NJ,       December 5,1984
"6,593,500","Rhodia, Inc.",Cranbury, NJ,       January 19,2001
"6,376,721","Rhodia, Inc.",Cranbury, NJ,       January 19,2001
"6,534,597","Rhodia, Inc.",Cranbury, NJ,       March 29,2001
"6,262,130","Rhodia, Inc.",Cranbury, NJ,       November 23,1999
"7,312,251","Rhodia Rare Earths, Inc.",Shelton, CT,       April 7,2004
"6,767,927",Rhodia Rare Earths Inc.,Shelton, CT,       April 25,2000
"6,090,926",Rhodia Rare Earths Inc.,Shelton, CT,       May 28,1999
"6,111,082",Rhodia Rare Earths Inc.,Shelton, CT,       April 17,1998
"9,732,213",RHODIA OPERATIONS ,Paris, FR,26-Feb,2015
"9,683,163",RHODIA OPERATIONS ,Paris, FR,26-Feb,2015
"9,090,727",RHODIA OPERATIONS ,Paris, FR,19-Jun,2014
"9,080,135",RHODIA OPERATIONS ,Paris, FR,14-Feb,2011
"9,187,716",RHODIA OPERATIONS ,Paris, FR,10-May,2011
"8,969,261",Rhodia Operations ,Paris, FR,14-Feb,2011
"8,945,667",Rhodia Operations ,Paris, FR,14-Feb,2011
"10,239,960",Rhodia Operations ,Paris, FR,10-Jun,2016
"8,852,450",Rhodia Operations ,Paris, FR,17-Apr,2013
"8,828,914",Rhodia Operations ,FR,FR,12-Feb,2010
"9,039,923",RHODIA OPERATIONS ,Aubervilliers, FR,04-Jun,2010
"8,215,398",Rhodia Operations ,Aubervilliers, FR,       July 7,2008
"7,989,068",Rhodia Operations ,Aubervilliers, FR,       November 6,2008
"8,222,194",Rhodia Operations ,Aubervilliers, FR,       May 8,2009
"8,153,577",Rhodia Operations ,Aubervilliers, FR,       August 12,2010
"8,505,631",Rhodia Operations ,Aubervilliers, FR,07-Nov,2011
"8,440,598",Rhodia Operations ,Aubervilliers, FR,23-Apr,2010
