Label,City,Country,Patent Category,Regions,Types of Actors,Country,Degree_normalized,Degree,Clossness_normalized,Closeness,Betweenness,Betweenness_normalized
 Gronowski; Adam ,Sarnia,CA,Innovator,internal,individual,within,0.001165275,6,0.00045457,8.83E-08,24581.32549,0.001854701
 Kaszas; Gabor ,London,CA,Innovator,external,individual,within,0.001165275,6,0.000454725,8.83E-08,123487.8161,0.009317356
 Kirchhoff; Jorg ,Cologne,DE,Innovator,external,individual,outside,0.001165275,6,0.000454342,8.82E-08,121.7774492,9.19E-06
 Kohlmann; Paul T.,Windsor,CA,Innovator,internal,individual,within,0.001165275,6,0.00019535,3.79E-08,37.0941013,2.80E-06
 Nguyen; Paul ,London,CA,Innovator,external,individual,within,0.001165275,6,0.00045457,8.83E-08,13858.19153,0.001045623
 Osman; Akhtar ,Sarnia,CA,Innovator,internal,individual,within,0.001165275,6,0.000454728,8.83E-08,134805.6452,0.010171304
 Paul; Hanns-Ingolf ,Leverkusen,DE,Innovator,external,individual,outside,0.001165275,6,0.000454342,8.82E-08,121.7774492,9.19E-06
 Piotrowski; Andrzej M.,Peekskill,NY,Innovator,external,individual,outside,0.001165275,6,0.00019459,3.78E-08,3.272727273,2.47E-07
 Preston; John L.,Hebron,CT,Innovator,external,individual,outside,0.001165275,6,0.000454594,8.83E-08,29934.14334,0.00225858
 Rong; Yajing ,Yardley,PA,Innovator,external,individual,outside,0.001165275,6,0.000454844,8.83E-08,1397.156809,0.000105418
 Shepherd; Robin G.,Windsor,GB2,Innovator,internal,individual,outside,0.001165275,6,0.000454897,8.83E-08,37048.84615,0.002795395
 Shih; Neng-Yang ,Lexington,MA,Innovator,external,individual,outside,0.001165275,6,0.00045485,8.83E-08,4200.216774,0.000316913
 Zhu; Zhaoning ,Windsor,CA,Innovator,internal,individual,within,0.001165275,6,0.000454853,8.83E-08,1782.576333,0.000134498
Allied Products Corporation ,Avon,CT,Assignee,external,business,outside,0.001165275,6,0.000194515,3.78E-08,30,2.26E-06
Aluguisse Holding A.G.,Neuhausen Am Rheinfall,CH,Assignee,external,business,outside,0.001165275,6,0.000194401,3.78E-08,12,9.05E-07
BioVeris Corporation ,Gaithersburg,MD,Assignee,external,business,outside,0.001165275,6,0.000194439,3.78E-08,7.5,5.66E-07
Board of Governors of Wayne State University ,Detroit,MI,Assignee,external,university,outside,0.001165275,6,0.000195008,3.79E-08,58.75,4.43E-06
"CARGILL, INCORPORATED ",Wayzata,MN,Assignee,external,business,outside,0.001165275,6,0.000194401,3.78E-08,15,1.13E-06
Chicopee ,New Brunswick,NJ,Assignee,external,business,outside,0.001165275,6,0.000194515,3.78E-08,30,2.26E-06
Cytogen Corp.,Princeton,NJ,Assignee,external,business,outside,0.001165275,6,0.000194363,3.77E-08,2,1.51E-07
Diversey Corporation ,Mississauga,CA,Assignee,external,business,within,0.001165275,6,0.000194401,3.78E-08,15,1.13E-06
E. I.,Wilmington,DE,Assignee,external,business,outside,0.001165275,6,0.000194552,3.78E-08,30.5,2.30E-06
ExxonMobil Oil Corporation ,Irving,TX,Assignee,external,business,outside,0.001165275,6,0.000454683,8.83E-08,1912.307371,0.000144287
"Headwaters Technology Innovation, LLC ",Lawrenceville,NJ,Assignee,external,business,outside,0.001165275,6,0.000195084,3.79E-08,47.18571429,3.56E-06
"IGEN International, Inc.",Gaithersburg,MD,Assignee,external,business,outside,0.001165275,6,0.000194439,3.78E-08,7.5,5.66E-07
Insul Holz-Beton Systems Inc.,Windsor,SC,Assignee,internal,business,outside,0.001165275,6,0.000194288,3.77E-08,3,2.26E-07
International Flavors & Fragrances Inc.,New York,NY,Assignee,external,business,outside,0.001165275,6,0.000194401,3.78E-08,15,1.13E-06
International Partners in Glass Research ,Windsor,CT,Assignee,internal,public institute,outside,0.001165275,6,0.000196001,3.81E-08,225,1.70E-05
LAFARGE ,Paris,FR,Assignee,external,business,outside,0.001165275,6,0.000196193,3.81E-08,54.16666667,4.09E-06
"LANXSS, Inc.",Sarnia,CA,Assignee,internal,business,within,0.001165275,6,0.000454455,8.83E-08,5922.307507,0.000446848
"Lever Brothers Company, Division of Conopco, Inc.",New York,NY,Assignee,external,business,outside,0.001165275,6,0.00019497,3.79E-08,90,6.79E-06
Nepera Inc.,Harriman,NY,Assignee,external,business,outside,0.001165275,6,0.000194477,3.78E-08,22,1.66E-06
New Jersey Institute of Technology ,Newark,NJ,Assignee,external,public institute,outside,0.001165275,6,0.000194401,3.78E-08,15,1.13E-06
PIONEER HI BRED INTERNATIONAL INC ,Johnston,IA,Assignee,external,business,outside,0.001165275,6,0.000194439,3.78E-08,11,8.30E-07
Polysar International S.A.,Fribourg,CH,Assignee,external,business,outside,0.001165275,6,0.000194401,3.78E-08,15,1.13E-06
Rogers Corporation ,Rogers,CT,Assignee,external,business,outside,0.001165275,6,0.000195083,3.79E-08,23.8,1.80E-06
Scapa North America ,Windsor,CT,Assignee,internal,business,outside,0.001165275,6,0.000194401,3.78E-08,15,1.13E-06
"Seldon Technologies, LLC ",Windsor,VT,Assignee,internal,business,outside,0.001165275,6,0.000194401,3.78E-08,15,1.13E-06
Sepacor Inc.,Marlborough,MA,Assignee,external,business,outside,0.001165275,6,0.000194288,3.77E-08,3,2.26E-07
Sulzer Metco Venture LLC ,Elmwood,CT,Assignee,external,business,outside,0.001165275,6,0.000194401,3.78E-08,15,1.13E-06
The Board of Trustees of the Leland Stanford University ,Palo Alto,CA,Assignee,external,university,within,0.001165275,6,0.000194401,3.78E-08,15,1.13E-06
The Trustees of Princeton University ,Princeton,NJ,Assignee,external,university,outside,0.001165275,6,0.000194628,3.78E-08,38.5,2.90E-06
 Argoitia; Alberto ,Santa Rosa,CA,Innovator,external,individual,within,0.000971062,5,0.00019535,3.79E-08,26.86404783,2.03E-06
 Atakan; Vahit ,Chatham,NJ,Innovator,external,individual,outside,0.000971062,5,0.000196193,3.81E-08,385.827381,2.91E-05
 Babu; Suresh D.,Plainsboro,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Baldwin; John J.,Gwynedd Valley,PA,Innovator,external,individual,outside,0.000971062,5,0.000454873,8.83E-08,128159.6674,0.009669854
 Breault; Richard D.,Coventry,CT,Innovator,external,individual,outside,0.000971062,5,0.000454376,8.82E-08,981.3150351,7.40E-05
 Caldwell; John P.,Ringwood,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Coombs; Paul G.,Santa Rosa,CA,Innovator,external,individual,within,0.000971062,5,0.00019535,3.79E-08,23.75293672,1.79E-06
 Cumming; Jared N.,Garwood,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Duo; Jingqi ,Monmouth Junction,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Dwyer; Michael P.,Scotch Plains,NJ,Innovator,external,individual,outside,0.000971062,5,0.00045485,8.83E-08,1334.996739,0.000100728
 Ferrari; Lorenzo ,Brights Grove,CA,Innovator,external,individual,within,0.000971062,5,0.000454567,8.83E-08,16017.57143,0.001208552
 Foerch; Renate ,Oestrich-Winkel,DE,Innovator,external,individual,outside,0.000971062,5,0.000454616,8.83E-08,2298.247512,0.000173406
 Foley; Peter F.,Manchester,CT,Innovator,external,individual,outside,0.000971062,5,0.000454596,8.83E-08,23930.65581,0.001805607
 Gu; Huizhong ,Monmouth Junction,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Guzi; Timothy J.,Chatham,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1287.302406,9.71E-05
 Hildreth; Derek W.,Temecula,CA,Innovator,external,individual,within,0.000971062,5,0.000454596,8.83E-08,17736.20421,0.001338225
 Huang; Chia-Yu ,Plainsboro,NJ,Innovator,external,individual,outside,0.000971062,5,0.00045483,8.83E-08,1965.688554,0.000148314
 Hunter; Rachael C.,Princeton,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Hussain; Zahid ,Monmouth Junction,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454886,8.83E-08,96270.00067,0.007263727
 Iserloh; Ulrich ,Hoboken,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Lai; Gaifa ,Monmouth Junction,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Le; Thuy X. E.,Monmouth Junction,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Lee; Lap-Keung ,Windsor,CA,Innovator,internal,individual,within,0.000971062,5,0.000195084,3.79E-08,135.0095238,1.02E-05
 Li; Guoqing ,Belle Mead,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Lott; Roger K.,Edmonton,CA,Innovator,external,individual,within,0.000971062,5,0.000195084,3.79E-08,23.51428571,1.77E-06
 McKittrick; Brian ,New Vernon,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Misiaszek; Jeffrey A.,Kenilworth,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Morris; Michelle L.,Lawrenceville,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Obrecht; Werner ,Moers,DE,Innovator,external,individual,outside,0.000971062,5,0.000454573,8.83E-08,10898.04783,0.000822275
 Ohlmeyer; Michael ,Plainsboro,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454845,8.83E-08,5962.281985,0.000449864
 Pan; Jianping ,Monmouth Junction,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Phillips; Roger W.,Santa Rosa,CA,Innovator,external,individual,within,0.000971062,5,0.00019535,3.79E-08,26.86404783,2.03E-06
 Prabhu; Ashok Narayan ,Kyunggi-Do,KR,Innovator,external,individual,outside,0.000971062,5,0.000196849,3.82E-08,68.93106074,5.20E-06
 Qian; Gang ,Kendall Park,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Qu; Chuanxing ,Scotch Plains,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Raksha; Vladimir P.,Santa Rosa,CA,Innovator,external,individual,within,0.000971062,5,0.00019535,3.79E-08,23.75293672,1.79E-06
 Saionz; Kurt W.,Cranford,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Sangiovanni; Joseph J.,West Suffield,CT,Innovator,external,individual,outside,0.000971062,5,0.000454596,8.83E-08,59521.86334,0.004491021
 Shao; Yuefei ,Princeton,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Smith; Elizabeth M.,Verona,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Stover; William H.,Sarnia,CA,Innovator,internal,individual,within,0.000971062,5,0.00045479,8.83E-08,204752.0723,0.015448875
 Strickland; Corey O.,Martinsville,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Sun; Zhong-Yue ,Parlin,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Szentivanyi; Zsolt ,Leverkusen,DE,Innovator,external,individual,outside,0.000971062,5,0.000454573,8.83E-08,12226.41223,0.000922503
 Tadesse; Dawit ,East Brunswick,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Trocciola; John C.,Glastonbury,CT,Innovator,external,individual,outside,0.000971062,5,0.000454369,8.82E-08,0,0
 Vincitore; Antonio M.,Windsor,CT,Innovator,internal,individual,outside,0.000971062,5,0.000454596,8.83E-08,50512.60507,0.003811258
 Wagner; Paul ,Dusseldorf,DE,Innovator,external,individual,outside,0.000971062,5,0.000454342,8.82E-08,99.54432827,7.51E-06
 Wang; Lingyan ,East Brunswick,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Wu; Yusheng ,New York,NY,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
 Ye; Yuanzan C.,Edison,NJ,Innovator,external,individual,outside,0.000971062,5,0.000454853,8.83E-08,1089.596521,8.22E-05
Abbott Point of Care Inc.,Windsor,NJ,Assignee,internal,business,outside,0.000971062,5,0.000195084,3.79E-08,25.5,1.92E-06
Alberta Oil Sands Technology & Research Authority ,Edmonton,CA,Assignee,external,public institute,within,0.000971062,5,0.000195084,3.79E-08,67.77142857,5.11E-06
Amersham Biosciences UK Limited ,Buckinghanshire,GB,Assignee,external,business,outside,0.000971062,5,0.000194401,3.78E-08,5,3.77E-07
Atlantic Richfield Company ,Los Angeles,CA,Assignee,external,business,within,0.000971062,5,0.000194363,3.77E-08,10,7.55E-07
Bell Telephone Laboratories ,Murray Hill,NJ,Assignee,external,public institute,outside,0.000971062,5,0.000453903,8.82E-08,2.133333333,1.61E-07
BP Corporation North America Inc.,Warrenville,IL,Assignee,external,business,outside,0.000971062,5,0.000454476,8.83E-08,8864.09778,0.000668811
Carbron Basis Company Ltd.,Edmonton,CA,Assignee,external,business,within,0.000971062,5,0.000194363,3.77E-08,10,7.55E-07
Celgene Corporation ,Summit,NJ,Assignee,external,business,outside,0.000971062,5,0.000194363,3.77E-08,10,7.55E-07
Cities Service Co.,Tulsa,OK,Assignee,external,business,outside,0.000971062,5,0.000454465,8.83E-08,47053.5,0.003550263
Cities Service Oil & Gas Corp ,Tulsa,OK,Assignee,external,business,outside,0.000971062,5,0.000454229,8.82E-08,25.5,1.92E-06
Crystalline Materials Corporation ,Phoenix,AZ,Assignee,external,business,outside,0.000971062,5,0.000196193,3.81E-08,1.666666667,1.26E-07
Dow Chemical Company ,Midland,MI,Assignee,external,business,outside,0.000971062,5,0.000197159,3.83E-08,5,3.77E-07
Du Pont Canada Inc.,Mississauga,CA,Assignee,external,business,within,0.000971062,5,0.000194552,3.78E-08,24.5,1.85E-06
Dur-A-Flex Inc.,East Hartford,CT,Assignee,external,business,outside,0.000971062,5,0.000194363,3.77E-08,10,7.55E-07
"DynamOx, Inc.",Irvine,CA,Assignee,external,business,within,0.000971062,5,0.000195007,3.79E-08,3.333333333,2.52E-07
"Headwaters Heavy Oil, LLC ",South Jordan,UT,Assignee,external,business,outside,0.000971062,5,0.000195084,3.79E-08,22.12857143,1.67E-06
"Hellenbrand, Inc.",Waunakee,WI,Assignee,external,business,outside,0.000971062,5,0.000194363,3.77E-08,10,7.55E-07
Henkel Loctite Corporation ,Rocky Hill,CT,Assignee,external,business,outside,0.000971062,5,0.000195771,3.80E-08,102.5,7.73E-06
"Infigen, Inc.",DeForest,WI,Assignee,external,business,outside,0.000971062,5,0.000194363,3.77E-08,10,7.55E-07
L'Oreal ,Paris,FR,Assignee,external,business,outside,0.000971062,5,0.000194363,3.77E-08,10,7.55E-07
"LG Electronics, Inc.",Princeton,NJ,Assignee,external,business,outside,0.000971062,5,0.000196849,3.82E-08,5.255555556,3.97E-07
Lummus Technology Inc.,Bloomfield,NJ,Assignee,external,business,outside,0.000971062,5,0.000454621,8.83E-08,19,1.43E-06
"Madrigal Pharmaceuticals, Inc.",Fort Washington,PA,Assignee,external,business,outside,0.000971062,5,0.000454371,8.82E-08,11814,0.000891385
Medical Research Council Laboratories of Molecular Biology ,Cambridge,GB,Assignee,external,business,outside,0.000971062,5,0.000194401,3.78E-08,5,3.77E-07
Milton Roy Company ,Ivyland,PA,Assignee,external,business,outside,0.000971062,5,0.000454474,8.83E-08,10265.49598,0.000774548
Novo Nordisk A/S ,Bagsvaerd,DK,Assignee,external,business,outside,0.000971062,5,0.000194439,3.78E-08,18,1.36E-06
"Pestka Biomedical Laboratories, Inc.",Piscataway,NJ,Assignee,external,business,outside,0.000971062,5,0.000194363,3.77E-08,10,7.55E-07
Princeton University ,Princeton,NJ,Assignee,external,university,outside,0.000971062,5,0.000194363,3.77E-08,10,7.55E-07
Proton Energy Systems ,Rocky Hill,CT,Assignee,external,business,outside,0.000971062,5,0.000454472,8.83E-08,11814,0.000891385
"Rafael Pharmaceuticals, Inc.",Cranbury,NJ,Assignee,external,business,outside,0.000971062,5,0.000194363,3.77E-08,10,7.55E-07
"Research Corporation Technologies, Inc.",Tucson,AZ,Assignee,external,business,outside,0.000971062,5,0.000454449,8.83E-08,11814,0.000891385
Shell Oil Company ,Houston,TX,Assignee,external,business,outside,0.000971062,5,0.000454254,8.82E-08,10337,0.000779943
The Curators of the University of Missouri ,Columbia,MO,Assignee,external,university,outside,0.000971062,5,0.000454776,8.83E-08,1071.412121,8.08E-05
THE JOHNS HOPKINS UNIVERSITY ,Baltimore,MD,Assignee,external,university,outside,0.000971062,5,0.000194363,3.77E-08,10,7.55E-07
The University of Akron ,Akron,OH,Assignee,external,university,outside,0.000971062,5,0.000454671,8.83E-08,3291.360748,0.000248338
The University of Windsor ,Windsor,CA,Assignee,internal,university,within,0.000971062,5,0.000454449,8.83E-08,9,6.79E-07
"TherOx, Inc.",Irvine,CA,Assignee,external,business,within,0.000971062,5,0.000195007,3.79E-08,3.333333333,2.52E-07
Trustees of Columbia University in the City of New York ,New York,NY,Assignee,external,university,outside,0.000971062,5,0.000194439,3.78E-08,5,3.77E-07
Unilever Home & Personal Care USA ,Greenwich,CT,Assignee,external,business,outside,0.000971062,5,0.000194363,3.77E-08,10,7.55E-07
UVic Industry Partnerships Inc.,Victoria,CA,Assignee,external,business,within,0.000971062,5,0.000194363,3.77E-08,10,7.55E-07
 Ahmed; Gulzar ,Yardley,PA,Innovator,external,individual,outside,0.00077685,4,0.000454872,8.83E-08,119172.4094,0.008991751
 Alexander; A.,Sarnia,CA,Innovator,internal,individual,within,0.00077685,4,0.000454581,8.83E-08,3542.4,0.00026728
 Artiss; Joseph D.,Windsor,CA,Innovator,internal,individual,within,0.00077685,4,0.000195008,3.79E-08,58.75,4.43E-06
 Babbitt; Guy Robert ,Fort Collins,CO,Innovator,external,individual,outside,0.00077685,4,0.000196116,3.81E-08,12.65725004,9.55E-07
 Bender; Harald ,Pulheim,DE,Innovator,external,individual,outside,0.00077685,4,0.000454572,8.83E-08,3030.46781,0.000228654
 Berlowitz; Paul J.,Windsor,CA,Innovator,internal,individual,within,0.00077685,4,0.00045458,8.83E-08,0,0
 Bernfield; Liesel A.,Rochester,NY,Innovator,external,individual,outside,0.00077685,4,0.000454895,8.83E-08,10834.50281,0.000817481
 Bhatia; Ram N.,Baton Rouge,LA,Innovator,external,individual,outside,0.00077685,4,0.00045479,8.83E-08,146919.8042,0.011085337
 Black; Laura E.,Sarnia,CA,Innovator,internal,individual,within,0.00077685,4,0.00045458,8.83E-08,0,0
 Bonk; Stanley P.,West Willington,CT,Innovator,external,individual,outside,0.00077685,4,0.000454369,8.82E-08,0,0
 Borzilleri; Robert M.,Carversville,PA,Innovator,external,individual,outside,0.00077685,4,0.000454722,8.83E-08,0,0
 Brandt; Thomas L.,Windsor,NY,Innovator,internal,individual,outside,0.00077685,4,0.000194363,3.77E-08,2.5,1.89E-07
 Burdzy; Matthew P.,Windsor,CT,Innovator,internal,individual,outside,0.00077685,4,0.000195771,3.80E-08,496,3.74E-05
 Chan; Jui-Hsiang ,Monmouth Junction,NJ,Innovator,external,individual,outside,0.00077685,4,0.000454844,8.83E-08,703.9639263,5.31E-05
 Chen; Ping ,Belle Mead,NJ,Innovator,external,individual,outside,0.00077685,4,0.000454883,8.83E-08,49920.83479,0.003766608
 Chowdari; Naidu S.,Sunnyvale,CA,Innovator,external,individual,within,0.00077685,4,0.000454722,8.83E-08,0,0
